CardNumber,Department,postDate,transDate,Time,Merchant,DriverID,Units,UnitCost,fuelCost,nonFuelCost,GrossCost,netCost
0102 - 1,RMCHARL,10/14/2021,10/12/2021,4:08:00 PM,SPINX,203435,17.663,$3.10 ,$54.74 ,$0.00 ,$54.74 ,$54.74 
0118 - 2,WHHRCHMN,10/14/2021,10/12/2021,12:00:45 PM,SHEETZ,990495,10.091,$3.20 ,$32.28 ,$0.00 ,$32.28 ,$32.28 
0116 - 1,WHHRCHMN,10/14/2021,10/12/2021,12:25:00 PM,EXXONMOB,608591,10.973,$3.20 ,$35.10 ,$0.00 ,$35.10 ,$35.10 
0233 - 1,CMTELLS,10/15/2021,10/12/2021,9:37:13 AM,IRVING,802357,16.373,$3.30 ,$54.01 ,$0.00 ,$54.01 ,$54.01 
0147 - 2,CMTELLS,10/14/2021,10/12/2021,1:32:00 PM,SHELL,802330,26.94,$3.23 ,$87.00 ,$0.00 ,$87.00 ,$87.00 
0168 - 1,PAINDY,10/14/2021,10/12/2021,11:57:47 AM,SPEEDWAY,501627,20.934,$3.23 ,$67.60 ,$0.00 ,$67.60 ,$67.60 
0159 - 1,PALEX,10/14/2021,10/12/2021,11:16:43 AM,SPEEDWAY,509779,16.134,$3.10 ,$50.00 ,$0.00 ,$50.00 ,$50.00 
0214 - 4,PALEX,10/14/2021,10/12/2021,4:23:56 PM,MARATHON,501864,8.539,$3.26 ,$27.83 ,$0.00 ,$27.83 ,$27.83 
0317 - 1,PALEX,10/14/2021,10/12/2021,5:14:00 PM,SHELL,509464,9.51,$3.10 ,$29.47 ,($0.47),$29.00 ,$29.47 
0239 - 1,RMBEAU,10/15/2021,10/12/2021,10:17:08 AM,QUIKTRIP,203632,9.063,$2.98 ,$27.00 ,$0.00 ,$27.00 ,$27.00 
0165 - 1,RMBEAU,10/14/2021,10/12/2021,9:28:00 AM,SHELL,205315,23.2,$3.00 ,$69.59 ,$0.00 ,$69.59 ,$69.59 
0256 - 1,RMBEAU,10/14/2021,10/12/2021,9:29:00 AM,BP,203964,17.147,$3.20 ,$54.85 ,$0.00 ,$54.85 ,$54.85 
0100 - 1,RMMYRTLE,10/15/2021,10/12/2021,9:26:24 AM,CIRCLE K,205253,19.995,$3.08 ,$61.56 ,$0.00 ,$61.56 ,$61.56 
0101 - 1,RMMYRTLE,10/15/2021,10/12/2021,10:30:00 AM,EXXONMOB,209794,7.664,$3.68 ,$28.20 ,$0.00 ,$28.20 ,$28.20 
0193 - 2,RMCHARL,10/15/2021,10/12/2021,9:42:53 AM,QUIKTRIP,207134,17.702,$2.98 ,$52.73 ,$0.00 ,$52.73 ,$52.73 
0070 - 1,PAWILDER,10/14/2021,10/12/2021,5:48:55 PM,UNITED DAIRY,502020,10.627,$3.60 ,$38.25 ,$0.00 ,$38.25 ,$38.25 
0094 - 1,PAWILDER,10/14/2021,10/12/2021,9:51:37 AM,SPEEDWAY,508892,11.971,$3.20 ,$38.30 ,$0.00 ,$38.30 ,$38.30 
0095 - 1,PAWILDER,10/14/2021,10/12/2021,10:29:09 AM,MARATHON,508048,17.061,$3.10 ,$52.87 ,$0.00 ,$52.87 ,$52.87 
0151 - 1,PAWILDER,10/14/2021,10/12/2021,12:46:50 PM,SPEEDWAY,508993,11.919,$3.12 ,$37.18 ,$0.00 ,$37.18 ,$37.18 
0052 - 1,LOPADU,10/14/2021,10/12/2021,7:20:00 PM,EXXONMOB,404259,16.38,$2.95 ,$48.30 ,$0.00 ,$48.30 ,$48.30 
0258 - 2,LOPADU,10/14/2021,10/12/2021,9:47:03 AM,MARATHON,403215,6.023,$2.99 ,$18.00 ,$0.00 ,$18.00 ,$18.00 
0264 - 1,LOPADU,10/14/2021,10/12/2021,3:29:40 PM,MARATHON,402539,6.546,$2.98 ,$19.50 ,$0.00 ,$19.50 ,$19.50 
0160 - 1,LOMURR,10/14/2021,10/12/2021,2:51:00 PM,HUCKS,400752,15.626,$2.98 ,$46.55 ,$0.00 ,$46.55 ,$46.55 
0062 - 1,PAWILDER,10/15/2021,10/12/2021,4:21:11 PM,UNBRANDED,501114,16.898,$3.20 ,$54.06 ,$0.00 ,$54.06 ,$54.06 
0188 - 1,PAWILDER,10/15/2021,10/12/2021,2:01:49 PM,UNBRANDED,508441,21.766,$3.20 ,$69.63 ,$0.00 ,$69.63 ,$69.63 
0191 - 1,PAWILDER,10/15/2021,10/12/2021,9:44:08 AM,UNBRANDED,507519,8.258,$3.00 ,$24.77 ,$0.00 ,$24.77 ,$24.77 
0293 - 1,PAWILDER,10/15/2021,10/12/2021,9:35:22 AM,UNBRANDED,504253,14.469,$3.00 ,$43.39 ,$0.00 ,$43.39 ,$43.39 
0262 - 1,CMGAINS,10/14/2021,10/12/2021,12:07:00 PM,EXXONMOB,6426,21.343,$3.20 ,$68.28 ,$0.00 ,$68.28 ,$68.28 
0181 - 1,CMATHENS,10/14/2021,10/12/2021,3:37:00 PM,RACETRAC,7088,16.622,$3.48 ,$57.83 ,$0.00 ,$57.83 ,$57.83 
0241 - 1,CMATHENS,10/14/2021,10/12/2021,1:16:32 PM,UNION 76,2178,20.503,$3.05 ,$62.51 ,$0.00 ,$62.51 ,$62.51 
0297 - 1,CMATHENS,10/14/2021,10/12/2021,5:47:00 PM,EXXONMOB,8581,22.592,$3.00 ,$67.75 ,$0.00 ,$67.75 ,$67.75 
0099 - 1,RMDUNCAN,10/14/2021,10/12/2021,12:24:00 PM,EXXONMOB,201275,13.524,$3.10 ,$41.91 ,$0.00 ,$41.91 ,$41.91 
0192 - 2,RMDUNCAN,10/14/2021,10/12/2021,11:01:00 AM,SPINX,203290,19.541,$3.10 ,$60.56 ,$0.00 ,$60.56 ,$60.56 
0194 - 1,RMDUNCAN,10/14/2021,10/12/2021,12:44:00 PM,SHELL,203757,22.46,$3.00 ,$67.38 ,$0.00 ,$67.38 ,$67.38 
0263 - 1,RMDUNCAN,10/14/2021,10/12/2021,6:33:23 PM,UNBRANDED,206672,15.011,$2.96 ,$44.42 ,$0.00 ,$44.42 ,$44.42 
0017 - 1,BBGREEN,10/15/2021,10/12/2021,6:14:30 PM,CIRCLE K,305728,17.465,$3.15 ,$55.00 ,$0.00 ,$55.00 ,$55.00 
0018 - 2,CMSAV,10/14/2021,10/12/2021,11:58:00 AM,ENMARK,203920,7.453,$3.50 ,$26.08 ,$0.00 ,$26.08 ,$26.08 
0249 - 1,BBPORT,10/13/2021,10/11/2021,3:19:57 PM,CUMBERLAND F,302957,12.01,$3.22 ,$38.66 ,$0.00 ,$38.66 ,$38.66 
0001 - 1,BBPORT,10/12/2021,10/11/2021,10:53:04 AM,CITGO,309846,23.498,$3.15 ,$74.00 ,$0.00 ,$74.00 ,$74.00 
0298 - 1,UNASSIGNED,10/13/2021,10/11/2021,10:00:00 AM,SPINX,209782,15.301,$3.40 ,$52.01 ,$9.00 ,$61.01 ,$52.01 
0298 - 1,UNASSIGNED,10/13/2021,10/11/2021,5:04:00 PM,EXXONMOB,209782,13.613,$3.50 ,$47.63 ,$8.00 ,$55.63 ,$47.63 
0184 - 1,CM,10/14/2021,10/11/2021,2:33:34 PM,QUIKTRIP,7362,7.298,$2.94 ,$21.45 ,$0.00 ,$21.45 ,$21.45 
0184 - 1,CM,10/14/2021,10/11/2021,7:54:20 AM,QUIKTRIP,7362,4.819,$2.98 ,$14.36 ,$0.00 ,$14.36 ,$14.36 
0278 - 1,MSPNEWAL,10/13/2021,10/11/2021,10:35:00 AM,SHELL,156272,10.65,$2.90 ,$30.89 ,$0.00 ,$30.89 ,$30.89 
0308 - 1,CPOPARAG,10/14/2021,10/11/2021,8:47:41 AM,UNBRANDED,165491,9.466,$3.02 ,$28.58 ,$0.00 ,$28.58 ,$28.58 
0312 - 1,CPOSENAT,10/13/2021,10/11/2021,8:37:13 AM,KUM & GO,162329,11.039,$2.99 ,$33.00 ,$0.00 ,$33.00 ,$33.00 
0266 - 2,MMEJACKS,10/13/2021,10/11/2021,12:13:00 PM,SHELL,143795,8.63,$3.26 ,$28.13 ,$0.00 ,$28.13 ,$28.13 
0272 - 1,MMEJACKS,10/13/2021,10/11/2021,1:53:00 PM,BP,145665,23.022,$3.16 ,$72.73 ,$0.00 ,$72.73 ,$72.73 
0273 - 1,MMEJACKS,10/13/2021,10/11/2021,4:48:19 PM,GATE,145531,23.007,$3.16 ,$72.68 ,$0.00 ,$72.68 ,$72.68 
0269 - 1,MMEJACKS,10/14/2021,10/11/2021,2:32:00 PM,EXXONMOB,29057,13.009,$3.14 ,$40.84 ,$0.00 ,$40.84 ,$40.84 
0288 - 1,MMEJACK,10/13/2021,10/11/2021,8:26:24 AM,GATE,137919,11.824,$3.16 ,$37.35 ,$0.00 ,$37.35 ,$37.35 
0287 - 1,MMEJACK,10/14/2021,10/11/2021,12:46:00 PM,EXXONMOB,149889,19.77,$3.10 ,$61.27 ,$0.00 ,$61.27 ,$61.27 
0204 - 1,COOLHAZA,10/13/2021,10/11/2021,12:51:00 PM,BP,117771,17.483,$3.16 ,$55.23 ,$0.00 ,$55.23 ,$55.23 
0226 - 1,COOLHAZA,10/13/2021,10/11/2021,2:12:00 PM,SHELL,118847,19.05,$3.15 ,$60.00 ,$0.00 ,$60.00 ,$60.00 
0232 - 1,COOLLEXI,10/13/2021,10/11/2021,11:42:34 AM,SPEEDWAY,118137,20.226,$3.14 ,$63.49 ,$0.00 ,$63.49 ,$63.49 
0276 - 2,CMFAYETT,10/13/2021,10/11/2021,11:40:00 AM,EXXONMOB,7679,7.188,$3.00 ,$21.56 ,$0.00 ,$21.56 ,$21.56 
0276 - 2,CMFAYETT,10/13/2021,10/11/2021,9:00:00 PM,BP,7679,9.808,$3.06 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0247 - 1,CMATL,10/13/2021,10/11/2021,8:08:00 AM,SHELL,4059,15.07,$3.40 ,$51.23 ,$0.00 ,$51.23 ,$51.23 
0064 - 2,CMATL,10/14/2021,10/11/2021,1:29:20 PM,QUIKTRIP,9649,13.587,$3.00 ,$40.75 ,$0.00 ,$40.75 ,$40.75 
0223 - 2,COOLPRES,10/13/2021,10/11/2021,8:13:58 AM,MARATHON,110467,6.331,$3.16 ,$20.00 ,$0.00 ,$20.00 ,$20.00 
0223 - 2,COOLPRES,10/13/2021,10/11/2021,5:31:00 PM,UNBRANDED,110467,4.88,$3.10 ,$15.12 ,$0.00 ,$15.12 ,$15.12 
0227 - 1,COOLPRES,10/13/2021,10/11/2021,3:31:00 PM,DIAMOND,113859,20.329,$3.10 ,$63.00 ,$0.00 ,$63.00 ,$63.00 
0193 - 2,RMCHARL,10/14/2021,10/11/2021,9:55:02 AM,QUIKTRIP,207134,15.257,$2.98 ,$45.45 ,$0.00 ,$45.45 ,$45.45 
0116 - 1,WHHRCHMN,10/13/2021,10/11/2021,8:17:00 AM,EXXONMOB,608591,10.742,$3.20 ,$34.36 ,$0.00 ,$34.36 ,$34.36 
0138 - 1,CMTWATER,10/13/2021,10/11/2021,1:06:17 PM,CIRCLE K,801911,19.285,$3.24 ,$62.46 ,$0.00 ,$62.46 ,$62.46 
0185 - 1,CMTWATER,10/13/2021,10/11/2021,6:34:34 PM,CIRCLE K,801164,22.332,$3.27 ,$73.00 ,$0.00 ,$73.00 ,$73.00 
0233 - 1,CMTELLS,10/13/2021,10/11/2021,10:32:01 AM,IRVING,802357,24.557,$3.30 ,$81.01 ,$0.00 ,$81.01 ,$81.01 
0289 - 1,RIVERSID,10/13/2021,10/11/2021,2:45:00 PM,EXXONMOB,102838,12.907,$3.10 ,$40.00 ,$0.00 ,$40.00 ,$40.00 
0074 - 1,PALEX,10/13/2021,10/11/2021,12:21:09 PM,SPEEDWAY,507824,24.451,$3.15 ,$77.00 ,$0.00 ,$77.00 ,$77.00 
0317 - 1,PALEX,10/13/2021,10/11/2021,2:44:30 PM,SPEEDWAY,509464,12.672,$3.15 ,$39.90 ,$0.00 ,$39.90 ,$39.90 
0239 - 1,RMBEAU,10/13/2021,10/11/2021,11:44:00 AM,SPINX,203632,10.231,$3.03 ,$30.99 ,$0.00 ,$30.99 ,$30.99 
0133 - 1,RMMYRTLE,10/13/2021,10/11/2021,11:16:00 AM,SHELL,207523,21.59,$3.10 ,$66.93 ,($1.08),$65.85 ,$66.93 
0284 - 1,RMMYRTLE,10/13/2021,10/11/2021,10:30:00 AM,SHELL,201791,21.64,$3.08 ,$66.66 ,$0.00 ,$66.66 ,$66.66 
0088 - 2,PAWILDER,10/13/2021,10/11/2021,3:51:00 PM,SPINX,206724,4.853,$3.10 ,$15.04 ,$5.00 ,$20.04 ,$15.04 
0092 - 1,PAWILDER,10/13/2021,10/11/2021,7:29:28 AM,MARATHON,508598,9.25,$3.06 ,$28.30 ,$0.00 ,$28.30 ,$28.30 
0151 - 1,PAWILDER,10/13/2021,10/11/2021,2:42:27 PM,SPEEDWAY,508993,11.105,$3.07 ,$34.08 ,$0.00 ,$34.08 ,$34.08 
0151 - 1,PAWILDER,10/13/2021,10/11/2021,8:21:09 AM,SPEEDWAY,508993,5.337,$3.12 ,$16.65 ,$0.00 ,$16.65 ,$16.65 
0066 - 1,PAWILDER,10/14/2021,10/11/2021,2:48:04 PM,UNBRANDED,502331,11.621,$3.00 ,$34.85 ,$0.00 ,$34.85 ,$34.85 
0164 - 1,PAWILDER,10/14/2021,10/11/2021,5:22:11 PM,UNBRANDED,502143,21.075,$3.00 ,$63.20 ,$0.00 ,$63.20 ,$63.20 
0191 - 1,PAWILDER,10/14/2021,10/11/2021,10:29:21 AM,UNBRANDED,507519,12.304,$3.00 ,$36.90 ,$0.00 ,$36.90 ,$36.90 
0048 - 1,LOPADU,10/13/2021,10/11/2021,7:17:38 AM,MARATHON,408577,8,$3.10 ,$24.79 ,$0.00 ,$24.79 ,$24.79 
0055 - 1,LOPADU,10/13/2021,10/11/2021,7:38:44 AM,MARATHON,408156,9.618,$3.12 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0055 - 1,LOPADU,10/13/2021,10/11/2021,12:24:10 PM,MARATHON,408156,10.261,$3.12 ,$32.00 ,$0.00 ,$32.00 ,$32.00 
0258 - 2,LOPADU,10/13/2021,10/11/2021,7:30:00 AM,MURPHY USA,403215,10.242,$2.93 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0264 - 1,LOPADU,10/13/2021,10/11/2021,7:53:22 AM,MARATHON,402539,5.134,$3.12 ,$16.01 ,$0.00 ,$16.01 ,$16.01 
0290 - 1,LOPADU,10/13/2021,10/11/2021,12:54:14 PM,MARATHON,403213,24.772,$2.98 ,$73.80 ,$0.00 ,$73.80 ,$73.80 
0050 - 1,LOMURR,10/13/2021,10/11/2021,10:31:00 AM,HUCKS,403236,10.046,$3.04 ,$30.53 ,$0.00 ,$30.53 ,$30.53 
0035 - 1,CMATHENS,10/13/2021,10/11/2021,10:52:00 AM,SUNOCO,8121,8.889,$3.06 ,$27.19 ,$0.00 ,$27.19 ,$27.19 
0040 - 2,CMATHENS,10/13/2021,10/11/2021,7:27:08 AM,CIRCLE K,3556,13.555,$3.10 ,$42.01 ,$0.00 ,$42.01 ,$42.01 
0181 - 1,CMATHENS,10/13/2021,10/11/2021,12:51:04 PM,CHVRNWF,7088,14.543,$3.80 ,$55.25 ,$0.00 ,$55.25 ,$55.25 
0241 - 1,CMATHENS,10/13/2021,10/11/2021,11:05:32 AM,CHVRNWF,2178,19.437,$3.06 ,$59.46 ,$0.00 ,$59.46 ,$59.46 
0253 - 1,CMATHENS,10/13/2021,10/11/2021,12:34:00 PM,EXXONMOB,3887,11.966,$3.10 ,$37.08 ,$0.00 ,$37.08 ,$37.08 
0254 - 1,CMATHENS,10/13/2021,10/11/2021,3:09:00 PM,EXXONMOB,6411,17.539,$3.10 ,$54.35 ,$0.00 ,$54.35 ,$54.35 
0297 - 1,CMATHENS,10/13/2021,10/11/2021,1:38:00 PM,SHELL,8581,18.58,$3.10 ,$57.60 ,$0.00 ,$57.60 ,$57.60 
0242 - 1,CMATHENS,10/14/2021,10/11/2021,11:03:59 AM,QUIKTRIP,6604,17.174,$2.98 ,$51.16 ,$0.00 ,$51.16 ,$51.16 
0104 - 1,RMDUNCAN,10/13/2021,10/11/2021,8:04:00 AM,SHELL,209493,10.26,$3.02 ,$31.00 ,$0.00 ,$31.00 ,$31.00 
0099 - 1,RMDUNCAN,10/14/2021,10/11/2021,9:11:46 AM,QUIKTRIP,201275,10.073,$2.98 ,$30.01 ,$0.00 ,$30.01 ,$30.01 
0263 - 1,RMDUNCAN,10/14/2021,10/11/2021,9:55:07 AM,QUIKTRIP,206672,11.864,$2.98 ,$35.34 ,$0.00 ,$35.34 ,$35.34 
0261 - 1,BBGREEN,10/13/2021,10/11/2021,9:21:00 AM,SUNOCO,302626,22.327,$3.18 ,$70.98 ,$0.00 ,$70.98 ,$70.98 
0018 - 2,CMSAV,10/13/2021,10/11/2021,11:52:00 AM,ENMARK,203920,8.399,$3.15 ,$26.45 ,$0.00 ,$26.45 ,$26.45 
0029 - 6,CMCP,10/14/2021,10/11/2021,1:47:16 PM,QUIKTRIP,8908,12.345,$3.25 ,$40.11 ,$0.00 ,$40.11 ,$40.11 
0041 - 1,CMCP,10/14/2021,10/11/2021,12:26:50 PM,QUIKTRIP,702018,21.678,$3.00 ,$65.01 ,$0.00 ,$65.01 ,$65.01 
0183 - 2,CMGAINS,10/13/2021,10/11/2021,11:22:42 AM,CIRCLE K,7679,21.075,$2.98 ,$62.78 ,$0.00 ,$62.78 ,$62.78 
0174 - 2,LO,10/13/2021,10/11/2021,8:39:22 AM,MARATHON,403564,7.591,$3.10 ,$23.52 ,$0.00 ,$23.52 ,$23.52 
0161 - 1,WHH,10/13/2021,10/11/2021,10:32:00 AM,EXXONMOB,603252,12.264,$3.40 ,$41.69 ,$0.00 ,$41.69 ,$41.69 
0161 - 1,WHH,10/13/2021,10/11/2021,2:30:00 PM,EXXONMOB,603252,16.348,$3.20 ,$52.30 ,$0.00 ,$52.30 ,$52.30 
0011 - 1,BBPORT,10/13/2021,10/11/2021,12:43:24 PM,CIRCLE K,304274,15.951,$3.53 ,$56.29 ,$0.00 ,$56.29 ,$56.29 
0310 - 1,CPOSENAT,10/13/2021,10/10/2021,10:19:18 AM,MFA OIL,162966,21.05,$3.00 ,$63.13 ,$0.00 ,$63.13 ,$63.13 
0271 - 1,MMEJACKS,10/12/2021,10/10/2021,7:48:09 PM,SPEEDWAY,149260,8.914,$3.15 ,$28.07 ,$0.00 ,$28.07 ,$28.07 
0271 - 1,MMEJACKS,10/12/2021,10/10/2021,7:50:28 PM,SPEEDWAY,149260,0.229,$3.14 ,$0.72 ,$0.00 ,$0.72 ,$0.72 
0227 - 1,COOLPRES,10/12/2021,10/10/2021,3:37:49 PM,SPEEDWAY,113859,21.62,$3.10 ,$67.00 ,$0.00 ,$67.00 ,$67.00 
0294 - 1,CMSAV,10/12/2021,10/10/2021,1:47:00 PM,UNBRANDED,204558,15.046,$3.15 ,$47.38 ,$0.00 ,$47.38 ,$47.38 
0175 - 1,PAWILDER,10/12/2021,10/10/2021,7:27:00 PM,EXXONMOB,906,14.085,$3.00 ,$42.24 ,$0.00 ,$42.24 ,$42.24 
0069 - 1,PAINDY,10/12/2021,10/10/2021,6:01:40 PM,MARATHON,501580,21.276,$3.08 ,$65.51 ,$0.00 ,$65.51 ,$65.51 
0262 - 1,CMGAINS,10/12/2021,10/10/2021,5:25:00 PM,RACETRAC,6426,22.377,$2.95 ,$65.99 ,$0.00 ,$65.99 ,$65.99 
0168 - 1,PAINDY,10/12/2021,10/10/2021,7:36:10 AM,SPEEDWAY,501627,25.456,$3.20 ,$81.43 ,$0.00 ,$81.43 ,$81.43 
0269 - 1,MMEJACKS,10/12/2021,10/9/2021,4:45:00 PM,SHELL,29057,9.92,$3.16 ,$31.36 ,$0.00 ,$31.36 ,$31.36 
0302 - 1,MSPCORIN,10/12/2021,10/9/2021,4:22:53 AM,UNBRANDED,159908,21.805,$2.82 ,$61.47 ,$0.00 ,$61.47 ,$61.47 
0149 - 1,RIVERSID,10/12/2021,10/9/2021,8:51:00 PM,UNBRANDED,105861,12.321,$3.40 ,$41.88 ,$0.00 ,$41.88 ,$41.88 
0283 - 1,RMCOLUMB,10/12/2021,10/9/2021,11:08:00 AM,SHELL,206682,20.95,$3.39 ,$71.00 ,$0.00 ,$71.00 ,$71.00 
0188 - 1,PAWILDER,10/14/2021,10/9/2021,4:17:32 PM,UNBRANDED,508441,12.121,$3.00 ,$36.35 ,$0.00 ,$36.35 ,$36.35 
0262 - 1,CMGAINS,10/12/2021,10/9/2021,1:23:00 PM,RACETRAC,6426,20.416,$2.98 ,$60.82 ,$0.00 ,$60.82 ,$60.82 
0290 - 1,LOPADU,10/12/2021,10/9/2021,5:05:13 AM,MARATHON,403213,23.743,$3.00 ,$71.21 ,$0.00 ,$71.21 ,$71.21 
0055 - 1,LOPADU,10/12/2021,10/9/2021,9:31:35 AM,MARATHON,408156,10.143,$3.12 ,$31.64 ,$0.00 ,$31.64 ,$31.64 
0242 - 1,CMATHENS,10/12/2021,10/9/2021,9:30:08 AM,CHVRNWF,6604,22.297,$3.36 ,$74.90 ,$0.00 ,$74.90 ,$74.90 
0192 - 2,RMDUNCAN,10/12/2021,10/9/2021,1:47:00 PM,UNBRANDED,203290,19.894,$3.10 ,$61.65 ,$0.00 ,$61.65 ,$61.65 
0263 - 1,RMDUNCAN,10/12/2021,10/9/2021,2:28:00 PM,UNBRANDED,203632,21.619,$3.10 ,$67.00 ,$0.00 ,$67.00 ,$67.00 
0264 - 1,LOPADU,10/12/2021,10/9/2021,4:02:20 PM,UNBRANDED,402539,7.421,$3.10 ,$23.00 ,$0.00 ,$23.00 ,$23.00 
0178 - 1,CM,10/12/2021,10/8/2021,8:16:00 AM,SHELL,7112,7.55,$3.06 ,$23.11 ,$0.00 ,$23.11 ,$23.11 
0250 - 1,CM,10/12/2021,10/8/2021,3:02:02 PM,CIRCLE K,805334,11.966,$3.26 ,$39.00 ,$0.00 ,$39.00 ,$39.00 
0308 - 1,CPOPARAG,10/12/2021,10/8/2021,8:59:04 AM,UNBRANDED,165491,10.19,$3.02 ,$30.76 ,$0.00 ,$30.76 ,$30.76 
0307 - 1,CPOPARAG,10/12/2021,10/8/2021,2:23:19 PM,UNBRANDED,164090,12.418,$3.00 ,$37.24 ,$0.00 ,$37.24 ,$37.24 
0310 - 1,CPOSENAT,10/12/2021,10/8/2021,9:13:59 AM,UNBRANDED,162966,12.597,$3.02 ,$38.03 ,$0.00 ,$38.03 ,$38.03 
0276 - 2,CMFAYETT,10/12/2021,10/8/2021,9:54:00 PM,SHELL,7679,9.28,$3.20 ,$29.69 ,$0.00 ,$29.69 ,$29.69 
0268 - 1,MMEJACKS,10/12/2021,10/8/2021,2:01:06 PM,GATE,147034,10.283,$3.16 ,$32.48 ,$0.00 ,$32.48 ,$32.48 
0269 - 1,MMEJACKS,10/12/2021,10/8/2021,11:44:32 AM,CIRCLE K,29057,13.2,$3.16 ,$41.70 ,$0.00 ,$41.70 ,$41.70 
0270 - 1,MMEJACKS,10/12/2021,10/8/2021,10:11:48 AM,GATE,148657,18.115,$3.16 ,$57.23 ,$0.00 ,$57.23 ,$57.23 
0273 - 1,MMEJACKS,10/12/2021,10/8/2021,10:21:14 AM,SPEEDWAY,145531,23.332,$3.16 ,$73.71 ,$0.00 ,$73.71 ,$73.71 
0303 - 1,MSPCORIN,10/12/2021,10/8/2021,4:42:00 PM,SHELL,159908,22.39,$2.90 ,$64.92 ,$0.00 ,$64.92 ,$64.92 
0209 - 1,COOLPIKE,10/12/2021,10/8/2021,12:54:19 PM,SPEEDWAY,116605,11.514,$3.15 ,$36.26 ,$0.00 ,$36.26 ,$36.26 
0231 - 1,COOLLEXI,10/12/2021,10/8/2021,10:34:00 AM,BP,503672,20.713,$3.16 ,$65.43 ,$0.00 ,$65.43 ,$65.43 
0229 - 1,COOLLOUI,10/12/2021,10/8/2021,2:26:37 PM,THORNTON OIL,119344,9.269,$3.13 ,$29.00 ,$0.00 ,$29.00 ,$29.00 
0235 - 2,COOLNORT,10/12/2021,10/8/2021,12:05:56 PM,SPEEDWAY,113038,10.97,$3.10 ,$34.00 ,$0.00 ,$34.00 ,$34.00 
0276 - 2,CMFAYETT,10/12/2021,10/8/2021,8:32:00 AM,BRANDED,7679,7.045,$2.98 ,$20.99 ,$0.00 ,$20.99 ,$20.99 
0172 - 1,RIVERSID,10/12/2021,10/8/2021,9:37:34 AM,SPEEDWAY,102536,6.993,$2.96 ,$20.69 ,$0.00 ,$20.69 ,$20.69 
0172 - 1,RIVERSID,10/12/2021,10/8/2021,1:28:00 PM,EXXONMOB,102536,7.474,$2.99 ,$22.34 ,$0.00 ,$22.34 ,$22.34 
0325 - 1,RIVERSID,10/12/2021,10/8/2021,8:27:29 AM,KROGER,109718,9.317,$2.90 ,$27.01 ,$0.00 ,$27.01 ,$27.01 
0064 - 2,CMATL,10/12/2021,10/8/2021,2:00:35 PM,QUIKTRIP,9649,13.525,$2.98 ,$40.29 ,$0.00 ,$40.29 ,$40.29 
0146 - 3,CMATL,10/12/2021,10/8/2021,11:58:49 AM,QUIKTRIP,9357,12.048,$2.98 ,$35.89 ,$0.00 ,$35.89 ,$35.89 
0145 - 2,CMATL,10/12/2021,10/8/2021,5:27:23 PM,QUIKTRIP,1731,16.88,$2.98 ,$50.29 ,$0.00 ,$50.29 ,$50.29 
0224 - 2,COOLPRES,10/12/2021,10/8/2021,10:49:00 AM,UNBRANDED,119364,8.563,$3.15 ,$26.96 ,$0.00 ,$26.96 ,$26.96 
0227 - 1,COOLPRES,10/12/2021,10/8/2021,1:22:36 PM,SPEEDWAY,113859,16.134,$3.10 ,$50.00 ,$0.00 ,$50.00 ,$50.00 
0193 - 2,RMCHARL,10/12/2021,10/8/2021,10:02:13 AM,QUIKTRIP,203632,14.622,$3.00 ,$43.85 ,$0.00 ,$43.85 ,$43.85 
0112 - 1,WHHRCHMN,10/12/2021,10/8/2021,5:49:00 PM,EXXONMOB,602259,11.694,$3.10 ,$36.24 ,$0.00 ,$36.24 ,$36.24 
0118 - 2,WHHRCHMN,10/12/2021,10/8/2021,11:24:42 AM,SHEETZ,990495,11.937,$3.10 ,$36.99 ,$0.00 ,$36.99 ,$36.99 
0138 - 1,CMTWATER,10/12/2021,10/8/2021,6:33:24 AM,CIRCLE K,801911,16.045,$3.17 ,$50.85 ,$0.00 ,$50.85 ,$50.85 
0147 - 2,CMTELLS,10/12/2021,10/8/2021,10:51:00 AM,UNBRANDED,802330,21.429,$2.80 ,$60.00 ,$0.00 ,$60.00 ,$60.00 
0169 - 1,PAINDY,10/12/2021,10/8/2021,5:05:25 PM,SPEEDWAY,501674,17.648,$3.17 ,$55.93 ,$0.00 ,$55.93 ,$55.93 
0074 - 1,PALEX,10/12/2021,10/8/2021,9:51:21 AM,SPEEDWAY,507824,27.858,$3.16 ,$88.00 ,$0.00 ,$88.00 ,$88.00 
0239 - 1,RMBEAU,10/12/2021,10/8/2021,11:20:00 AM,SHELL,203757,10.32,$3.00 ,$30.96 ,$0.00 ,$30.96 ,$30.96 
0244 - 1,RMBEAU,10/12/2021,10/8/2021,8:49:00 PM,ENMARK,209561,24.201,$3.10 ,$75.00 ,$0.00 ,$75.00 ,$75.00 
0165 - 1,RMBEAU,10/12/2021,10/8/2021,11:13:00 AM,ENMARK,205315,18.949,$3.00 ,$56.83 ,$0.00 ,$56.83 ,$56.83 
0100 - 1,RMMYRTLE,10/12/2021,10/8/2021,12:42:13 PM,SPEEDWAY,205253,18.058,$3.10 ,$55.96 ,$0.00 ,$55.96 ,$55.96 
